Number,Latitude,Longitude,Title,Short_Desc,Image_Url,Cost,Size,Status,Category,Date,Occupant,Name,ParkName
292,66.9166853689236,-151.5162367860243,43101,BTTB - Backcountry cache,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/43101.jpg,"$218,172",840 Sq Ft,OPERATING,Shed/Outbuild,1980,NPS,BTTB - Backcountry cache,
293,66.91521020616318,-151.51759040039062,42593,00000104 BTTH House 104,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/42593.jpg,"$369,947","1,345 Sq Ft",OPERATING,Housing-Single Family,1984,NPS,00000104 BTTH House 104,
294,66.91579142469618,-151.51480501627603,42602,00000107 BTTH House 107,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/42602.jpg,"$398,447","1,512 Sq Ft",OPERATING,Housing-Single Family,1974,NPS,00000107 BTTH House 107,
295,66.91721594943579,-151.51325094292534,43098,BTTB Maint. Butler Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/43098.jpg,"$146,033",400 Sq Ft,OPERATING,Serv/Shop/Maint,1990,NPS,BTTB Maint. Butler Building,
296,66.91597329969619,-151.51770795898437,43102,BTTB RM Butler building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/43102.jpg,"$146,033",400 Sq Ft,OPERATING,Storage,1990,NPS,BTTB RM Butler building,
297,66.91589602756079,-151.51525184461806,42598,00000106 BTTH House 106,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/42598.jpg,"$398,447","1,512 Sq Ft",OPERATING,Housing-Single Family,1974,NPS,00000106 BTTH House 106,
298,66.91571415581598,-151.5143792643229,43088,BTTB 108 Well house,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/43088.jpg,"$116,827",320 Sq Ft,OPERATING,Pump/Well House,1974,NPS,BTTB 108 Well house,
299,66.91554214409723,-151.51708763020832,42595,00000105 BTTH House 105,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/42595.jpg,"$649,807","1,940 Sq Ft",OPERATING,Housing-Single Family,1994,NPS,00000105 BTTH House 105,
300,66.91534750759547,-151.5147923361545,43084,00000109 BTTH House 109,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/43084.jpg,"$440,477","1,734 Sq Ft",OPERATING,Housing-Single Family,1974,NPS,00000109 BTTH House 109,
301,66.9307856488715,-151.49218005642362,114616,Arctic Air Quality Monitoring Shelter,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/114616.jpg,"$40,889",112 Sq Ft,OPERATING,Laboratory,2008,NPS,Arctic Air Quality Monitoring Shelter,
302,66.9180152278646,-151.51394284939235,88477,BTTB - 113 Visitor Center/Office,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/88477.jpg,"$3,162,808","3,532 Sq Ft",OPERATING,Visitor/Interp,2008,NPS,BTTB - 113 Visitor Center/Office,
303,66.91814641384548,-151.51413532877604,227421,BTT Bear Barrel Cache,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/227421.jpg,"$20,778",80 Sq Ft,OPERATING,Storage,2008,NPS,BTT Bear Barrel Cache,
304,63.733781944444445,-148.9225461111111,88670,Concessions Meadows Mens Bathroom B525 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88670.jpg,"$241,854",455 Sq Ft,OPERATING,Housing-Support Bldg,1970,CONCESSION,Concessions Meadows Mens Bathroom,B525
305,63.733790403645855,-148.92279823242188,88669,Concessions Meadows Womens Bathroom B524 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88669.jpg,"$241,854",455 Sq Ft,OPERATING,Housing-Support Bldg,1970,CONCESSION,Concessions Meadows Womens Bathroom,B524
306,63.73365000000001,-148.92164444444444,88646,Concessions Maintenance Storage aka Box Lunch OPEROBSO,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88646.jpg,"$495,254","1,612 Sq Ft",OPERATING,Serv/Shop/Maint,1970,CONCESSION,Concessions Maintnenance Storage,
307,63.73270576931424,-148.89529575737848,18738,Riley Creek Campground Mercantile Bus Shelter B80 Concession,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18738.jpg,"$49,133",137 Sq Ft,OPERATING,Transport Bldg,2002,CONCESSION,Riley Creek CG Mercantile Bus Shelter,B80
308,63.73328906249998,-148.9212379470486,88647,Concessions Area Bus Barn/Shop B530,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88647.jpg,"$4,645,314","13,944 Sq Ft",OPERATING,Serv/Shop/Maint,1983,CONCESSION,Concessions Area Bus Barn,
309,63.73658512369792,-148.8974007877604,18745,Wilderness Access Center B91 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18745.jpg,"$2,650,923","10,015 Sq Ft",OPERATING,Visitor Cont Sta,1990,CONCESSION,Wilderness Access Center,B91
310,63.735910733506955,-148.89586166775175,18927,Backcountry Information Center B261,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18927.jpg,"$338,251",745 Sq Ft,OPERATING,Environ. Ed. Ctr,1996,NPS,Backcountry Information Center,B261
311,63.73521497938367,-148.91865685872395,98617,"Concessions Condo Units 45, 46, 47, 48 S521",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/98617.jpg,"$193,708",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo 45-48,S521
312,63.73509079861111,-148.91934327907987,98616,"Concessions Condo Units 41, 42, 43, 44 S520",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/98616.jpg,"$193,708",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo 41-44,S516
313,63.735043406033014,-148.9196341482205,98614,"Concessions Condo Units 21, 22, 23, 24 S515",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/98614.jpg,"$193,708",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo 21-24,S516
314,63.734813192274316,-148.91969668511285,88665,"Concessions Condo Units 25,26,27,28 S516",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88665.jpg,"$144,737",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo 25-28,S516
315,63.73485515407987,-148.9200692404514,88664,"Concessions Condo Units 17,18,19,20 S514",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88664.jpg,"$144,737",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo 17-20,S516
316,63.734809870876745,-148.91910720486112,98618,"Concessions Condo Units 33, 34, 35, 36 S518",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/98618.jpg,"$193,708",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo33-36,S518
317,63.73477104926218,-148.92046032552082,88663,"Concessions Condo Units 13,14,15,16 S513",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88663.jpg,"$144,737",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo 13-16,S512
318,63.73475998589407,-148.9208473263889,88662,"Concessions Condo Units 9,10,11,12 S512",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88662.jpg,"$144,737",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo 9-12,S505
319,63.734634700520814,-148.91965583984376,88666,"Concessions Condo Units 29,30,31,32 S517",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88666.jpg,"$144,737",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo 29-32,S517
320,63.73442737847222,-148.9201931499566,88660,"Concessions Condo Units 1,2,3,4 S510",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88660.jpg,"$144,737",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo 1-4,S516
321,63.73455050889754,-148.92096212565104,88655,Concessions A-Frame Unit 6 6.5 S505 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88655.jpg,"$201,778",830 Sq Ft,OPERATING,Housing-Single Family,1977,CONCESSION,A-Frame Unit 6-6.5,S504
322,63.73450392252602,-148.92053458984375,88661,"Concessions Condo Units 5,6,7,8 S511",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88661.jpg,"$144,737",595 Sq Ft,OPERATING,Housing-Multi-Unit,1982,CONCESSION,Condo 5-8,S511
323,63.73448293945313,-148.92118365125867,88658,Concessions Cabin Units 3 and 4 S508 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88658.jpg,"$101,443",363 Sq Ft,OPERATING,Housing-Single Family,1982,CONCESSION,A-Frame Unit 5-5.5,S503
324,63.73447373806425,-148.92146316623263,88653,Concessions A-Frame Unit 4 4.5 S503 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88653.jpg,"$201,778",830 Sq Ft,OPERATING,Housing-Single Family,1977,CONCESSION,A-Frame Unit 4-4.5,S502
325,63.73434766818576,-148.92160169596355,88652,Concessions A-Frame Unit 3 3.5 S502 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88652.jpg,"$201,778",830 Sq Ft,OPERATING,Housing-Single Family,1977,CONCESSION,A-Frame Unit 3-3.5,S501
326,63.734167527126715,-148.92024017686632,88667,Concessions Northern Lights Employee Dorm S522 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88667.jpg,"$1,357,640","4,037 Sq Ft",OPERATING,Housing-Single Family,1995,CONCESSION,Northern Lights,S522
327,63.734282241753476,-148.9220160015191,88650,Concessions A-Frame Unit 2 2.5 S501 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88650.jpg,"$201,778",830 Sq Ft,OPERATING,Housing-Single Family,1977,CONCESSION,A-Frame Unit 2-2.5,S500
328,63.73421583333334,-148.92246305555557,88649,Concessions A-Frame Unit 1 1.5 S500 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88649.jpg,"$201,778",830 Sq Ft,OPERATING,Housing-Single Family,1977,CONCESSION,Concessions Cabin Unit 1,S506
329,63.734018452690975,-148.9199321419271,88668,Concessions Midnight Sun Employee Dorm S523 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88668.jpg,"$1,298,115","3,860 Sq Ft",OPERATING,Housing-Single Family,1994,CONCESSION,Midnight Sun,S523
330,63.733836056857626,-148.91862789930556,86494,Concessions Employee Dining Hall B546 Sugarloaf,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/86494.jpg,"$3,028,369","6,362 Sq Ft",OPERATING,Restaurant,2004,CONCESSION,Concessions Employee Dining Hall,B546
331,63.73396316623263,-148.9217540874566,88659,Concessions Cabin Unit 5 S509 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88659.jpg,"$95,475",456 Sq Ft,OPERATING,Housing-Single Family,1982,CONCESSION,Cabin 5,S509
332,63.73307171006945,-148.89769764322918,88639,Riley Creek Campground Laundry/Shower B531 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88639.jpg,"$621,911","1,177 Sq Ft",OPERATING,Housing-Support Bldg,2002,CONCESSION,Riley Creek CG Laundry/Shower,B531
333,63.73387425021701,-148.92171973090277,88658,Concessions Cabin Units 3 and 4 S508 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88658.jpg,"$101,443",363 Sq Ft,OPERATING,Housing-Single Family,1982,CONCESSION,Cabin 3/4,S508
334,63.73298468749999,-148.8972413172743,19149,Riley Creek Mercantile B386 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/19149.jpg,"$793,281","1,950 Sq Ft",OPERATING,Retail Store,2002,CONCESSION,Riley Creek Mercantile,B386
335,63.73355120985241,-148.91769300889757,86493,Murie Science and Learning Center MSLC B547,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/86493.jpg,"$3,366,050","5,421 Sq Ft",OPERATING,Visitor/Interp,2004,NPS,Murie Science and Learning Center,
336,63.73382188368055,-148.92197340277778,88657,Concessions Cabin Unit 2 S507 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88657.jpg,"$103,432",384 Sq Ft,OPERATING,Housing-Single Family,1982,CONCESSION,Cabin 2,S507
337,63.73237456814235,-148.91750821831596,18902,Front Country Powerhouse B140 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18902.jpg,"$1,342,414","2,203 Sq Ft",OPERATING,Power Generating,1939,NPS,Frontcountry Power House,B140
338,63.73160796115451,-148.89681754014757,59477,Riley Creek Campground Bear Loop East Comfort Station B541 C,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/59477.jpg,"$212,619",420 Sq Ft,OPERATING,Comfort Station,2002,CONCESSION,Riley Creek CG Bear Loop East Comfort Station,B541
339,63.73161708224825,-148.91620878255208,86499,Denali Visitor Center Book Store B550 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/86499.jpg,"$1,039,809","2,556 Sq Ft",OPERATING,Retail Store,2005,CONCESSION,DVC Bookstore,B550
340,63.73090684136287,-148.89392624782985,59479,Riley Creek Campground Bus Shelter B543 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/59479.jpg,"$49,491",138 Sq Ft,OPERATING,Shed/Outbuild,2002,CONCESSION,Riley Creek CG Bus Shelter,B543
341,63.73156866970487,-148.9157768218316,86500,Morino Grill Food Court B550 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/86500.jpg,"$1,656,511","3,940 Sq Ft",OPERATING,Restaurant,2005,CONCESSION,Morino Grill,B550
342,63.73131438476565,-148.91515482096355,86502,Denali Visitor Center Baggage Storage B552 Concessions,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/86502.jpg,"$275,398","1,260 Sq Ft",OPERATING,Transport Bldg,2005,CONCESSION,DVC Baggage Storage & Bus Shelter,B552
343,63.73114200195312,-148.91573723198783,86501,Denali Visitor Center Comfort Station B549,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/86501.jpg,"$529,421",996 Sq Ft,OPERATING,Comfort Station,2005,NPS,DVC Comfort Station,B549
344,63.730910029296865,-148.91710314127604,86498,Denali Visitor Center B548,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/86498.jpg,"$10,543,156","13,991 Sq Ft",OPERATING,Visitor/Interp,2005,NPS,Denali Visitor Center,B548
345,63.730354131944466,-148.89691602756076,18931,Riley Creek Campground Caribou E Cmfrt Stn Concessions B607,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18931.jpg,"$212,619",420 Sq Ft,OPERATING,Comfort Station,2000,CONCESSION,Riley Creek CG Caribou Loop East Comfort Station,B322
346,63.72984787868921,-148.90049897460938,18930,Riley Creek Campground Caribou W Cmfrt Stn Concessions B606,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18930.jpg,"$212,619",420 Sq Ft,OPERATING,Comfort Station,2000,CONCESSION,Riley Creek CG Caribou Loop West Comfort Station,B321
347,63.72533070638019,-148.95921113932292,44065,Maintenance Recycle Shed B381,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/44065.jpg,"$255,615","1,024 Sq Ft",OPERATING,Shed/Outbuild,2002,NPS,The Over and Over,B381
348,63.72512109917534,-148.9599353862847,00002189,Maintenance B&U Building B380,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00002189.jpg,"$6,971,484","19,800 Sq Ft",OPERATING,Serv/Shop/Maint,2001,NPS,B&U Maintenance Building,B380
349,63.72464128580731,-148.9661699793837,18834,Rock Creek Water Treatment Pump House B127,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18834.jpg,"$195,705",637 Sq Ft,OPERATING,Water Treatment,1953,NPS,Rock Creek Water Treatment Pump House,B127
350,63.724298611111124,-148.96021472222222,00001515,Maintenance Auto Shop B164,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001515.jpg,"$5,415,539","17,627 Sq Ft",OPERATING,Serv/Shop/Maint,1976,NPS,Maintenance Auto Shop,B164
351,63.724007939453145,-148.96058497287328,00001516,Maintenance Lumber/Oil Drum Storage B165,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001516.jpg,"$871,086","3,252 Sq Ft",OPERATING,Storage,1992,NPS,Maintenance Lumber Storage Building,B165
352,63.723882965494795,-148.96052936523438,18820,Maintenance Paint Storage B168,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18820.jpg,"$129,036",420 Sq Ft,OPERATING,Serv/Shop/Maint,1960,NPS,Paint Storage,B168
353,63.723263968098934,-148.95964015299478,00001525,C Camp Log Cabin S203,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001525.jpg,"$145,487",424 Sq Ft,OPERATING,Housing-Single Family,1993,NPS,Cabin S203,S203
354,63.723488791232626,-148.96051089301216,97568,C Camp Cabin S553,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/97568.jpg,"$132,984",473 Sq Ft,OPERATING,Housing-Single Family,2005,NPS,Cabin S554,S553
355,63.723240011935786,-148.95834913085938,00001555,C Camp Shower House B163,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001555.jpg,"$818,052","1,539 Sq Ft",OPERATING,Housing-Support Bldg,1979,NPS,C-Camp Shower House,B163
356,63.72332040581597,-148.96033262152778,97570,C Camp Cabin S554,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/97570.jpg,"$159,130",473 Sq Ft,OPERATING,Housing-Single Family,2005,NPS,Cabin S554,S554
357,63.74015315212671,-149.29368170681423,98696,Savage River West SST #2 B567,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/98696.jpg,"$56,517",155 Sq Ft,OPERATING,Comfort Station,2005,NPS,Savage River West SST,B567
358,63.74014128038192,-149.29380951497396,98695,"Savage River West SST 1#, B566",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/98695.jpg,"$56,517",155 Sq Ft,OPERATING,Comfort Station,2005,NPS,Savage River West SST,B566
359,63.73992044162327,-149.2914014279514,98694,Savage River East SST B565,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/98694.jpg,"$56,517",155 Sq Ft,OPERATING,Comfort Station,2005,NPS,Savage River East SST,B565
360,63.71731018663195,-149.25578628472223,107855,Savage Campground Pump House B578,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/107855.jpg,"$39,979",127 Sq Ft,OPERATING,Pump/Well House,2005,NPS,Savage CG Pumphouse,B578
361,63.717873857421864,-149.25624930772568,18737,Savage Campground Bus Shelter B79,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18737.jpg,"$49,850",139 Sq Ft,OPERATING,Transport Bldg,1991,NPS,Savage CG Bus Shelter,B79
362,63.73901624457466,-149.29546871961804,18741,Savage River Check Station B83,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18741.jpg,"$35,667",105 Sq Ft,OPERATING,Visitor Cont Sta,1972,NPS,Savage River Check Station,B83
363,63.723134000651044,-148.95911803168403,00001557,C Camp Historic Recreation Hall B121,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001557.jpg,"$1,231,074","1,900 Sq Ft",OPERATING,Gym/Rec Ctr,1938,NPS,C-Camp Historic Rec Hall,B121
364,63.723059567057305,-148.95837678493925,110772,C Camp Cabin S585,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/110772.jpg,"$132,984",490 Sq Ft,OPERATING,Housing-Single Family,2008,NPS,Cabin S585,B585
365,63.72303314670137,-148.95969094292533,00001561,REMOVED Q-182 C Camp Cabin S182,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001561.jpg,"$73,091",287 Sq Ft,REMOVED,Housing-Single Family,1969,NPS,REMOVED Q-182 C Camp Cabin S182 OPEROBSO,S182
366,63.72297409722222,-148.95896505099827,42874,C Camp Cabin S532,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/42874.jpg,"$132,984",473 Sq Ft,OPERATING,Housing-Single Family,2004,NPS,Cabin S532,S532
367,63.72295500000001,-148.9595713888889,00001563,REMOVED Q-181 C Camp Cabin S181,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001563.jpg,"$87,895",289 Sq Ft,REMOVED,Housing-Single Family,1969,NPS,REMOVED Q-181 C Camp Cabin S181 OPEROBSO,S181
368,63.72289999999998,-148.9594975,00001564,Q-180 C Camp Cabin S180 OPEROBSO,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001564.jpg,"$94,526",278 Sq Ft,OPERATING,Housing-Single Family,1963,NPS,Q-180 C Camp Cabin S180 OPEROBSO,S180
369,63.72288737955728,-148.9589011512587,42894,C Camp Cabin S533,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/42894.jpg,"$132,984",473 Sq Ft,OPERATING,Housing-Single Family,2003,NPS,Cabin S533,S533
370,63.72275481445314,-148.95928603515625,00001566,C Camp Cabin S178 OPEROBSO,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001566.jpg,"$78,995",278 Sq Ft,OPERATING,Housing-Single Family,1963,NPS,Cabin S178,S178
371,63.72268277669269,-148.95918213107637,00001568,C Camp Cabin S177 OPEROBSO,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001568.jpg,"$78,995",278 Sq Ft,OPERATING,Housing-Single Family,1969,NPS,Cabin S177,S177
372,63.72213186089408,-148.96530828125,00001519,HQ Residence P22 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001519.jpg,"$158,558",558 Sq Ft,OPERATING,Housing-Single Family,1926,NPS,Residence P22,P22
373,63.72212218315974,-148.9659384233941,00001518,HQ Rock House Residence P111 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001518.jpg,"$483,113","1,362 Sq Ft",OPERATING,Housing-Single Family,1939,NPS,Rock House,P111
374,63.7217564518229,-148.9640206749132,00001520,HQ Area 3 Plex Garage B217,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001520.jpg,"$110,311",661 Sq Ft,OPERATING,Equip/Vehicle,1957,NPS,HQ Area 3-Plex Garage,B217
375,63.721611726345486,-148.96425067599827,00001521,HQ Apartments P12 A & B Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001521.jpg,"$628,124","1,872 Sq Ft",OPERATING,Housing-Multi-Unit,1938,NPS,Apartments P12,"P12(A,B)"
376,63.72142535915799,-148.96289929361978,00001545,HQ Residence P27,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001545.jpg,"$397,170","1,739 Sq Ft",OPERATING,Housing-Single Family,1950,NPS,Residence P27,P27
377,63.7212800325521,-148.9622709592014,00001544,HQ Residence P28,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001544.jpg,"$408,077","1,806 Sq Ft",OPERATING,Housing-Single Family,1951,NPS,Residence P28,P28
378,63.72136767795138,-148.96451589952258,00001522,HQ Apartments P13 A & B Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001522.jpg,"$628,124","1,872 Sq Ft",OPERATING,Housing-Multi-Unit,1938,NPS,Apartments P11,"P13(A,B)"
379,63.72137279188365,-148.9653487282986,00001499,HQ Upfront Office B110 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001499.jpg,"$203,987",224 Sq Ft,OPERATING,Administrative,1930,NPS,HQ Upfront Office,B110
380,63.721212888454886,-148.96497136501736,00001523,HQ John House B112 Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001523.jpg,"$337,165",375 Sq Ft,OPERATING,Administrative,1931,NPS,HQ Area Historic John House,B112
381,63.72101362304687,-148.96297043511285,00001542,HQ Residence P26,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001542.jpg,"$397,170","1,739 Sq Ft",OPERATING,Housing-Single Family,1950,NPS,Residence P26,P26
382,63.72106295898436,-148.9640217078993,00001526,HQ Superintendents Residence P23 A&B Historic,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001526.jpg,"$875,922","2,904 Sq Ft",OPERATING,Housing-Multi-Unit,1941,NPS,Superintendent's House,P23
